task_name,radius,MASE_full,inference_time_s_median_full,peak_alloc_mb_median_full,peak_reserved_mb_median_full,MASE_sparse,inference_time_s_median_sparse,peak_alloc_mb_median_sparse,peak_reserved_mb_median_sparse,delta_metric,speedup,delta_peak_alloc_mb,delta_peak_reserved_mb
ETTh,32,2.59605987416031,0.1500554084777832,731.43701171875,850.0,2.596285903874321,0.15166759490966797,959.1728515625,1086.0,0.000226029714011311,0.989370264407206,227.73583984375,236.0
ETTm,32,2.364943023754417,0.1723494529724121,731.43701171875,850.0,2.3654005924328922,0.17405390739440918,959.1728515625,1086.0,0.00045756867847535077,0.9902073188271795,227.73583984375,236.0
dominick,32,2.750351174789211,51.78958439826965,678.04638671875,726.0,2.7503564121867505,54.02179193496704,906.79931640625,954.0,5.237397539659128e-06,0.9586794984626836,228.7529296875,228.0
ercot,32,6.231536014153341,0.13844513893127441,613.2578125,692.0,6.233592696405419,0.14127612113952637,842.75927734375,932.0,0.0020566822520784456,0.9799613537983816,229.50146484375,240.0
exchange_rate,32,10.532351268995672,0.09632539749145508,607.12451171875,656.0,10.53058076075775,0.10032916069030762,835.78369140625,866.0,-0.0017705082379215753,0.9600937237857375,228.6591796875,210.0
m4_quarterly,32,2.360896672075202,9.089157104492188,508.32080078125,534.0,2.36085790915578,9.50723934173584,739.42919921875,774.0,-3.876291942184196e-05,0.9560248540911016,231.1083984375,240.0
m4_yearly,32,8.356756018865507,8.564846277236938,508.31787109375,536.0,8.357326200885652,9.139744758605957,739.42626953125,774.0,0.0005701820201444718,0.9370990660513034,231.1083984375,238.0
m5,32,1.0973088274164127,18.403263807296753,593.10546875,652.0,1.097242055289242,19.52570915222168,822.3330078125,892.0,-6.677212717076664e-05,0.9425144901947281,229.2275390625,240.0
monash_australian_electricity,32,1.7400412713174045,0.1206965446472168,559.13427734375,584.0,1.7405918251682209,0.12565088272094727,787.0673828125,826.0,0.000550553850816371,0.9605706066965455,227.93310546875,242.0
monash_car_parts,32,1.1565122520654152,1.0531413555145264,535.86767578125,568.0,1.1563722353875532,1.0962529182434082,766.13037109375,790.0,-0.00014001667786200933,0.9606737076714358,230.2626953125,222.0
monash_cif_2016,32,1.5448584090075006,0.08958101272583008,474.998046875,496.0,1.5447315312865864,0.09372138977050781,705.1240234375,754.0,-0.00012687772091424243,0.9558224962858946,230.1259765625,258.0
monash_covid_deaths,32,152.19011917252217,0.20659708976745605,678.4501953125,726.0,152.19873540977164,0.22508955001831055,907.203125,956.0,0.008616237249469805,0.917843985874288,228.7529296875,230.0
monash_fred_md,32,15.240111933068956,0.12954378128051758,669.8935546875,746.0,15.239473045503841,0.13367629051208496,900.7734375,970.0,-0.0006388875651150983,0.9690856978770384,230.8798828125,224.0
monash_hospital,32,1.005553101920136,0.32128334045410156,564.20556640625,594.0,1.0055552313630403,0.3474843502044678,794.46630859375,834.0,2.1294429042306717e-06,0.9245980150330542,230.2607421875,240.0
monash_m1_monthly,32,1.653162569322656,0.28911375999450684,538.0234375,566.0,1.6531714919389482,0.31342554092407227,767.1611328125,802.0,8.922616292261765e-06,0.9224320364642683,229.1376953125,236.0
monash_m1_quarterly,32,2.4152895817705238,0.11858367919921875,495.88037109375,516.0,2.4152554296808533,0.12381720542907715,725.1171875,754.0,-3.415208967050276e-05,0.9577318337001542,229.23681640625,238.0
monash_m1_yearly,32,7.823621692340843,0.12407588958740234,491.2470703125,514.0,7.823823210999865,0.1173715591430664,721.10888671875,754.0,0.00020151865902207078,1.0571205707181917,229.86181640625,240.0
monash_m3_monthly,32,1.5246537067337476,0.5988705158233643,550.10009765625,566.0,1.5246766809480101,0.6155252456665039,779.20556640625,806.0,2.2974214262561077e-05,0.9729422473563931,229.10546875,240.0
monash_m3_quarterly,32,2.277312775941073,0.327864408493042,508.32080078125,528.0,2.277184959783009,0.32422757148742676,739.42919921875,768.0,-0.0001278161580637871,1.0112169270149693,231.1083984375,240.0
monash_m3_yearly,32,6.658090041408068,0.3021714687347412,508.31884765625,532.0,6.657701114682348,0.3053464889526367,739.42724609375,770.0,-0.0003889267257193296,0.9896019101814922,231.1083984375,238.0
monash_nn5_weekly,32,1.2058974161731506,0.10514235496520996,508.14404296875,528.0,1.2055791599835026,0.1058502197265625,737.98779296875,746.0,-0.00031825618964798075,0.9933125810869252,229.84375,218.0
monash_tourism_monthly,32,3.368125138373573,0.19821739196777344,576.64306640625,598.0,3.368414542363381,0.22270655632019043,805.77783203125,838.0,0.0002894039898078127,0.8900384220516241,229.134765625,240.0
monash_tourism_quarterly,32,3.77069334091202,0.20923113822937012,522.7294921875,540.0,3.770732050184137,0.21677708625793457,752.5869140625,772.0,3.870927211702124e-05,0.9651902875953142,229.857421875,232.0
monash_tourism_yearly,32,4.027677272176361,0.26255202293395996,508.31201171875,528.0,4.027963148068861,0.27448463439941406,739.42041015625,768.0,0.0002858758924997318,0.9565272151151074,231.1083984375,240.0
monash_traffic,32,1.8785260285784005,11.485063552856445,7511.93701171875,8840.0,1.8787730632947355,11.384391069412231,7740.95166015625,9078.0,0.00024703471633502616,1.0088430275128815,229.0146484375,238.0
monash_weather,32,1.9213171677915795,8.659080743789673,1632.8681640625,1826.0,1.9211671821672665,8.775066614151001,1862.90625,2086.0,-0.00014998562431300932,0.986782337335846,230.0380859375,260.0
nn5,32,1.0434529387435418,0.1442863941192627,696.5146484375,824.0,1.0435361818995454,0.14664006233215332,926.01025390625,1062.0,8.324315600360954e-05,0.9839493507063619,229.49560546875,238.0
