metric_col,radius,chunk_size,backend,n,mean_delta,sd_delta,t,p,test,mean_speedup,median_speedup,mean_delta_peak_alloc_mb,mean_delta_peak_reserved_mb
MASE,128,256,flash,27,0.0010113748904493635,0.004177207480966886,1.2580792577860405,0.21954462915875012,ttest_rel,0.9696924239068694,0.9638100711665496,229.62917751736111,244.66666666666666
