task_name,radius,MASE_full,inference_time_s_median_full,peak_alloc_mb_median_full,peak_reserved_mb_median_full,MASE_sparse,inference_time_s_median_sparse,peak_alloc_mb_median_sparse,peak_reserved_mb_median_sparse,delta_metric,speedup,delta_peak_alloc_mb,delta_peak_reserved_mb
ETTh,64,2.59605987416031,0.1500554084777832,731.43701171875,850.0,2.5962990932277097,0.1512465476989746,959.7978515625,1104.0,0.0002392190673998762,0.992124519605154,228.36083984375,254.0
ETTm,64,2.364943023754417,0.1723494529724121,731.43701171875,850.0,2.364826212277149,0.16973662376403809,959.7978515625,1104.0,-0.00011681147726783081,1.0153934321917837,228.36083984375,254.0
dominick,64,2.750351174789211,51.78958439826965,678.04638671875,726.0,2.750404098767255,53.70645546913147,907.42431640625,952.0,5.292397804401716e-05,0.9643083675115449,229.3779296875,226.0
ercot,64,6.231536014153341,0.13844513893127441,613.2578125,692.0,6.234106866968439,0.14106273651123047,843.38427734375,898.0,0.002570852815098057,0.9814437345772911,230.12646484375,206.0
exchange_rate,64,10.532351268995672,0.09632539749145508,607.12451171875,656.0,10.518885429776264,0.10025501251220703,835.61181640625,872.0,-0.013465839219408693,0.9608038049940547,228.4873046875,216.0
m4_quarterly,64,2.360896672075202,9.089157104492188,508.32080078125,534.0,2.3606473550757503,9.554041147232056,738.55419921875,772.0,-0.000249316999451743,0.9513416327629537,230.2333984375,238.0
m4_yearly,64,8.356756018865507,8.564846277236938,508.31787109375,536.0,8.35520328844946,9.099527359008789,738.55126953125,772.0,-0.001552730416047865,0.9412407852983153,230.2333984375,236.0
m5,64,1.0973088274164127,18.403263807296753,593.10546875,652.0,1.0972978995861622,19.258422136306763,821.9267578125,870.0,-1.0927830250473392e-05,0.955595618220569,228.8212890625,218.0
monash_australian_electricity,64,1.7400412713174045,0.1206965446472168,559.13427734375,584.0,1.7405918251682209,0.12470388412475586,787.6923828125,824.0,0.000550553850816371,0.967865159087346,228.55810546875,240.0
monash_car_parts,64,1.1565122520654152,1.0531413555145264,535.86767578125,568.0,1.156645669668564,1.0960049629211426,767.22412109375,804.0,0.00013341760314888873,0.9608910462482092,231.3564453125,236.0
monash_cif_2016,64,1.5448584090075006,0.08958101272583008,474.998046875,496.0,1.544265496232467,0.09508037567138672,706.0302734375,772.0,-0.0005929127750337049,0.9421609043220093,231.0322265625,276.0
monash_covid_deaths,64,152.19011917252217,0.20659708976745605,678.4501953125,726.0,152.18999948419454,0.21596074104309082,907.828125,954.0,-0.00011968832762931925,0.9566418820827882,229.3779296875,228.0
monash_fred_md,64,15.240111933068956,0.12954378128051758,669.8935546875,746.0,15.239500037381573,0.13437533378601074,900.0166015625,988.0,-0.0006118956873830683,0.9640443497376737,230.123046875,242.0
monash_hospital,64,1.005553101920136,0.32128334045410156,564.20556640625,594.0,1.0055894234793634,0.33873915672302246,793.34130859375,832.0,3.632155922739244e-05,0.9484682655592899,229.1357421875,238.0
monash_m1_monthly,64,1.653162569322656,0.28911375999450684,538.0234375,566.0,1.6529715649543728,0.30513763427734375,767.5361328125,804.0,-0.00019100436828312084,0.9474864045505689,229.5126953125,238.0
monash_m1_quarterly,64,2.4152895817705238,0.11858367919921875,495.88037109375,516.0,2.415066763417162,0.12333488464355469,726.392578125,772.0,-0.0002228183533619088,0.9614771971606637,230.51220703125,256.0
monash_m1_yearly,64,7.823621692340843,0.12407588958740234,491.2470703125,514.0,7.823410240027452,0.11820578575134277,722.04150390625,772.0,-0.0002114523133904811,1.0496600382015808,230.79443359375,258.0
monash_m3_monthly,64,1.5246537067337476,0.5988705158233643,550.10009765625,566.0,1.5246436186716632,0.6127479076385498,779.86181640625,806.0,-1.0088062084356864e-05,0.9773522004038052,229.76171875,240.0
monash_m3_quarterly,64,2.277312775941073,0.327864408493042,508.32080078125,528.0,2.2772042376983195,0.3319821357727051,738.55419921875,766.0,-0.00010853824275347534,0.987596539584641,230.2333984375,238.0
monash_m3_yearly,64,6.658090041408068,0.3021714687347412,508.31884765625,532.0,6.656794856444054,0.30280327796936035,738.55224609375,770.0,-0.001295184964013707,0.9979134663308266,230.2333984375,238.0
monash_nn5_weekly,64,1.2058974161731506,0.10514235496520996,508.14404296875,528.0,1.20534369731894,0.10927414894104004,738.515625,766.0,-0.0005537188542106275,0.9621887334207524,230.37158203125,238.0
monash_tourism_monthly,64,3.368125138373573,0.19821739196777344,576.64306640625,598.0,3.3681668592728125,0.21150708198547363,806.90283203125,836.0,4.17208992393725e-05,0.9371666901507679,230.259765625,238.0
monash_tourism_quarterly,64,3.77069334091202,0.20923113822937012,522.7294921875,540.0,3.769942526348191,0.22501683235168457,752.7744140625,778.0,-0.000750814563828861,0.9298466076633655,230.044921875,238.0
monash_tourism_yearly,64,4.027677272176361,0.26255202293395996,508.31201171875,528.0,4.026770743396518,0.27699923515319824,738.54541015625,766.0,-0.0009065287798435406,0.9478438551960331,230.2333984375,238.0
monash_traffic,64,1.8785260285784005,11.485063552856445,7511.93701171875,8840.0,1.8785077478988332,11.373064994812012,7742.57666015625,9080.0,-1.828067956721746e-05,1.0098477022768728,230.6396484375,240.0
monash_weather,64,1.9213171677915795,8.659080743789673,1632.8681640625,1826.0,1.9212998869645448,8.80079698562622,1863.8125,2104.0,-1.7280827034671375e-05,0.9838973399718226,230.9443359375,278.0
nn5,64,1.0434529387435418,0.1442863941192627,696.5146484375,824.0,1.043503153398835,0.15044045448303223,926.63525390625,1062.0,5.021465529320146e-05,0.9590930485758162,230.12060546875,238.0
