model_name,dataset_path,dataset_config,horizon,num_windows,initial_cutoff,window_step_size,min_context_length,max_context_length,seasonality,eval_metric,extra_metrics,quantile_levels,id_column,timestamp_column,target,generate_univariate_targets_from,known_dynamic_columns,past_dynamic_columns,static_columns,task_name,test_error,training_time_s,inference_time_s,num_forecasts,dataset_fingerprint,trained_on_this_dataset,fev_version,MASE,WQL,ctx_used,inference_time_s_median,inference_time_s_mean,inference_time_s_std,perf_repeats,peak_alloc_mb_median,peak_alloc_mb_max,peak_reserved_mb_median,peak_reserved_mb_max
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets_extra,ETTh,24,1,-24,24,1,,24,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,__ALL__,[],[],[],ETTh,2.596285903874321,,,14,a06554384ee004c7,False,0.7.0,2.596285903874321,0.3511458081062797,8192,0.15166759490966797,0.15827198028564454,0.012869716096851244,5,959.1728515625,959.1728515625,1086.0,1086.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets_extra,ETTm,24,1,-96,24,1,,96,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,__ALL__,[],[],[],ETTm,2.3654005924328922,,,14,eb7409291613303b,False,0.7.0,2.3654005924328922,0.3201421153410378,8192,0.17405390739440918,0.18006324768066406,0.012628171445892556,5,959.1728515625,959.1728515625,1086.0,1086.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,dominick,8,1,-8,8,1,,1,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],dominick,2.7503564121867505,,,100014,ab1a8018332665ab,False,0.7.0,2.7503564121867505,0.9967869199836871,193,54.02179193496704,54.088275861740115,0.4422888276479286,5,906.79931640625,906.79931640625,954.0,954.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,ercot,24,1,-24,24,1,,24,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],ercot,6.233592696405419,,,8,95b91121d95f89c8,False,0.7.0,6.233592696405419,0.257788100257025,8192,0.14127612113952637,0.14530344009399415,0.009804019641032311,5,842.75927734375,842.75927734375,932.0,932.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,exchange_rate,30,1,-30,30,1,,5,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],exchange_rate,10.53058076075775,,,8,a8476b6fa723f5ed,False,0.7.0,10.53058076075775,0.1357098767540698,7558,0.10032916069030762,0.10072555541992187,0.00234597683597888,5,835.78369140625,835.78369140625,866.0,866.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,m4_quarterly,8,1,-8,8,1,,4,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],m4_quarterly,2.36085790915578,,,24000,97b166b18d38e710,False,0.7.0,2.36085790915578,0.15981470633577846,16,9.50723934173584,9.56194977760315,0.17296343191385957,5,739.42919921875,739.42919921875,774.0,774.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,m4_yearly,6,1,-6,6,1,,1,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],m4_yearly,8.357326200885652,,,23000,020f5777849c9c62,False,0.7.0,8.357326200885652,0.3170919599113794,13,9.139744758605957,9.086359214782714,0.16540739942479277,5,739.42626953125,739.42626953125,774.0,774.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,m5,28,1,-28,28,1,,1,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],m5,1.097242055289242,,,30490,78a5b1db66dfb76c,False,0.7.0,1.097242055289242,0.7838242834261304,96,19.52570915222168,19.46048583984375,0.21089335615273094,5,822.3330078125,822.3330078125,892.0,892.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,monash_australian_electricity,48,1,-48,48,1,,48,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],monash_australian_electricity,1.7405918251682209,,,5,c3fa76db06a6f37a,False,0.7.0,1.7405918251682209,0.12942636279388706,8192,0.12565088272094727,0.12964401245117188,0.009213698697830973,5,787.0673828125,787.0673828125,826.0,826.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,monash_car_parts,12,1,-12,12,1,,12,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],monash_car_parts,1.1563722353875532,,,2674,1ba8c4719a51b23c,False,0.7.0,1.1563722353875532,1.6142129354384707,39,1.0962529182434082,1.1393231391906737,0.09684220414370966,5,766.13037109375,766.13037109375,790.0,790.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,monash_cif_2016,12,1,-12,12,1,,12,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],monash_cif_2016,1.5447315312865864,,,72,89203c02fafca301,False,0.7.0,1.5447315312865864,0.019225787210960164,16,0.09372138977050781,0.09629135131835938,0.004758869560536443,5,705.1240234375,705.1240234375,754.0,754.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,monash_covid_deaths,30,1,-30,30,1,,1,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],monash_covid_deaths,152.19873540977164,,,266,6cdf94c2ac2fae09,False,0.7.0,152.19873540977164,0.6928740919158336,182,0.22508955001831055,0.22229719161987305,0.006501651656075528,5,907.203125,907.203125,956.0,956.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,monash_fred_md,12,1,-12,12,1,,12,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],monash_fred_md,15.239473045503841,,,107,a508fc699f3f3683,False,0.7.0,15.239473045503841,0.6340389090849955,716,0.13367629051208496,0.13522872924804688,0.0035552730758974327,5,900.7734375,900.7734375,970.0,970.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,monash_hospital,12,1,-12,12,1,,12,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],monash_hospital,1.0055552313630403,,,767,e364316542f2f5c7,False,0.7.0,1.0055552313630403,0.11148888669767237,72,0.3474843502044678,0.34269089698791505,0.00912142284983613,5,794.46630859375,794.46630859375,834.0,834.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,monash_m1_monthly,18,1,-18,18,1,,12,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],monash_m1_monthly,1.6531714919389482,,,617,88d42195e0f8e7cc,False,0.7.0,1.6531714919389482,0.23014210268158236,30,0.31342554092407227,0.3199671745300293,0.01766631122511393,5,767.1611328125,767.1611328125,802.0,802.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,monash_m1_quarterly,8,1,-8,8,1,,4,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],monash_m1_quarterly,2.4152554296808533,,,203,5dd7170c16393209,False,0.7.0,2.4152554296808533,0.15032063222842335,10,0.12381720542907715,0.12626190185546876,0.0047511980039189146,5,725.1171875,725.1171875,754.0,754.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,monash_m1_yearly,6,1,-6,6,1,,1,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],monash_m1_yearly,7.823823210999865,,,181,bd7efdf4c711a830,False,0.7.0,7.823823210999865,0.29923744524976775,9,0.1173715591430664,0.12012434005737305,0.0063180703869024175,5,721.10888671875,721.10888671875,754.0,754.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,monash_m3_monthly,18,1,-18,18,1,,12,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],monash_m3_monthly,1.5246766809480101,,,1428,372532bc65a1f203,False,0.7.0,1.5246766809480101,0.18423015970465662,48,0.6155252456665039,0.6270893573760986,0.019034037426205005,5,779.20556640625,779.20556640625,806.0,806.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,monash_m3_quarterly,8,1,-8,8,1,,4,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],monash_m3_quarterly,2.277184959783009,,,756,6401670c504aa82b,False,0.7.0,2.277184959783009,0.14736084757098475,16,0.32422757148742676,0.32883443832397463,0.008967230398694393,5,739.42919921875,739.42919921875,768.0,768.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,monash_m3_yearly,6,1,-6,6,1,,1,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],monash_m3_yearly,6.657701114682348,,,645,d607d91b11bbe4a1,False,0.7.0,6.657701114682348,0.31971324862402034,14,0.3053464889526367,0.35172343254089355,0.10496977335386354,5,739.42724609375,739.42724609375,770.0,770.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,monash_nn5_weekly,8,1,-8,8,1,,1,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],monash_nn5_weekly,1.2055791599835026,,,111,480088d6b89d7100,False,0.7.0,1.2055791599835026,0.14159891956323753,105,0.1058502197265625,0.1063089370727539,0.005128399043323849,5,737.98779296875,737.98779296875,746.0,746.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,monash_tourism_monthly,24,1,-24,24,1,,12,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],monash_tourism_monthly,3.368414542363381,,,366,3ce75ace84bef572,False,0.7.0,3.368414542363381,0.3447392275001242,67,0.22270655632019043,0.2244852066040039,0.01923286739480926,5,805.77783203125,805.77783203125,838.0,838.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,monash_tourism_quarterly,8,1,-8,8,1,,4,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],monash_tourism_quarterly,3.770732050184137,,,427,f34c4184775eda7e,False,0.7.0,3.770732050184137,0.26075169712691143,22,0.21677708625793457,0.22009172439575195,0.007972218236778765,5,752.5869140625,752.5869140625,772.0,772.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,monash_tourism_yearly,4,1,-4,4,1,,1,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],monash_tourism_yearly,4.027963148068861,,,518,7c477aee96f482c4,False,0.7.0,4.027963148068861,0.2669283928617043,7,0.27448463439941406,0.27706189155578614,0.004836066180323844,5,739.42041015625,739.42041015625,768.0,768.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,monash_traffic,24,1,-24,24,1,,24,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],monash_traffic,1.8787730632947355,,,862,a395745939b7b0f3,False,0.7.0,1.8787730632947355,0.6056587508496616,8192,11.384391069412231,11.371907997131348,0.04714110695644982,5,7740.95166015625,7740.95166015625,9078.0,9078.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,monash_weather,30,1,-30,30,1,,1,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],monash_weather,1.9211671821672665,,,3010,980478e7349a0e49,False,0.7.0,1.9211671821672665,0.3998262167619492,1302,8.775066614151001,8.80680980682373,0.13168742939017966,5,1862.90625,1862.90625,2086.0,2086.0
amazon/chronos-2__sparse_r32_c256,autogluon/chronos_datasets,nn5,56,1,-56,56,1,,1,MASE,['WQL'],"[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]",id,timestamp,target,,[],[],[],nn5,1.0435361818995454,,,111,91434e4cabb44eab,False,0.7.0,1.0435361818995454,0.34586693363262816,735,0.14664006233215332,0.1503523349761963,0.0062090030661154155,5,926.01025390625,926.01025390625,1062.0,1062.0
