metric_col,radius,chunk_size,backend,n,mean_delta,sd_delta,t,p,test,mean_speedup,median_speedup,mean_delta_peak_alloc_mb,mean_delta_peak_reserved_mb
MASE,8,256,flash,27,-0.0016497122774811726,0.005142477779715807,-1.6669311593751603,0.10753117933792,ttest_rel,0.9733795992391661,0.9658457112381468,229.50853587962962,231.11111111111111
