metric_col,radius,chunk_size,backend,n,mean_delta,sd_delta,t,p,test,mean_speedup,median_speedup,mean_delta_peak_alloc_mb,mean_delta_peak_reserved_mb
MASE,64,256,flash,27,-0.0006418743819473144,0.002659820122770712,-1.2539483765370307,0.2210184415252556,ttest_rel,0.9686553083587591,0.9614771971606637,229.8980396412037,240.14814814814815
